2.544410514831542969e+01,2.541280937194824219e+01,2.363803100585937500e+01,2.195741653442382812e+01,4.455477905273437500e+01,2.515331077575683594e+01,5.088398361206054688e+01,1.309471511840820312e+01,5.228547096252441406e+00,4.698355102539062500e+01,8.262826919555664062e+00,2.471247196197509766e+00,4.038187026977539062e+01,1.073326301574707031e+01,8.253608703613281250e+00,1.000000000000000000e+00
2.546591567993164062e+01,2.486920356750488281e+01,2.288517189025878906e+01,2.842731666564941406e+01,4.367471694946289062e+01,1.986859703063964844e+01,5.209370803833007812e+01,2.608771133422851562e+01,1.093916130065917969e+01,4.638695526123046875e+01,1.178682804107666016e+01,3.726547002792358398e+00,3.613524627685546875e+01,7.632742404937744141e+00,5.354401111602783203e+00,1.000000000000000000e+00
2.842658996582031250e+01,3.207361221313476562e+01,2.215446662902832031e+01,3.276003265380859375e+01,4.417151641845703125e+01,3.086026191711425781e+01,4.437998199462890625e+01,3.196889495849609375e+01,3.100014686584472656e+01,3.545309066772460938e+01,2.579041290283203125e+01,1.980518722534179688e+01,2.624033546447753906e+01,1.514604282379150391e+01,1.626323127746582031e+01,1.000000000000000000e+00
2.277378082275390625e+01,1.932537841796875000e+01,5.064383316040039062e+01,1.899095535278320312e+01,4.338961791992187500e+01,4.850994110107421875e+01,2.500941467285156250e+01,6.487845611572265625e+01,4.153786087036132812e+01,2.268853378295898438e+01,6.067708206176757812e+01,6.228829193115234375e+01,2.042777442932128906e+01,4.485175704956054688e+01,7.631819915771484375e+01,1.000000000000000000e+00
2.525783538818359375e+01,1.822134399414062500e+01,1.318887329101562500e+01,2.599154281616210938e+01,2.362269210815429688e+01,5.914662361145019531e+00,2.133900070190429688e+01,2.406563186645507812e+01,5.543995380401611328e+00,9.627285003662109375e+00,1.630880355834960938e+01,9.467437744140625000e+00,1.658727836608886719e+01,4.558006286621093750e+00,9.810368537902832031e+00,1.000000000000000000e+00
2.529190826416015625e+01,2.510022926330566406e+01,1.723049736022949219e+01,1.702002906799316406e+01,1.116161632537841797e+01,1.239129352569580078e+01,4.403747081756591797e+00,6.558512687683105469e+00,5.519747257232666016e+00,7.872797966003417969e+00,9.091533660888671875e+00,5.016059875488281250e+00,1.562633228302001953e+01,1.315462589263916016e+01,4.212774276733398438e+00,1.000000000000000000e+00
2.773932266235351562e+01,3.134505271911621094e+00,6.192730426788330078e+00,2.666386795043945312e+01,4.875189971923828125e+01,6.484445953369140625e+01,2.775779724121093750e+01,9.641575622558593750e+01,2.742029571533203125e+01,2.238870620727539062e+01,1.052236862182617188e+02,2.712971496582031250e+01,1.649759292602539062e+01,9.930127716064453125e+01,3.428269958496093750e+01,1.000000000000000000e+00
2.949959373474121094e+01,2.013194322586059570e+00,5.947041034698486328e+00,2.885939788818359375e+01,2.546645355224609375e+01,6.063411331176757812e+01,2.853984069824218750e+01,6.063731002807617188e+01,6.243072509765625000e+01,2.436913681030273438e+01,7.680276489257812500e+01,5.896122741699218750e+01,1.821816825866699219e+01,7.417575836181640625e+01,5.929175567626953125e+01,1.000000000000000000e+00
9.414324760437011719e+00,2.813675117492675781e+01,1.836496925354003906e+01,2.562358283996582031e+01,7.503750610351562500e+01,3.636592864990234375e+01,1.194840621948242188e+01,1.037066955566406250e+02,2.064678573608398438e+01,1.455278491973876953e+01,1.130254669189453125e+02,2.094275665283203125e+01,3.611595153808593750e+01,1.172750320434570312e+02,1.994835662841796875e+01,1.000000000000000000e+00
2.541311836242675781e+01,2.675912666320800781e+01,6.801414012908935547e+00,4.633063125610351562e+01,3.008529853820800781e+01,1.418598175048828125e+01,6.156958007812500000e+01,2.652153587341308594e+01,5.973328590393066406e+00,5.912623596191406250e+01,2.160868835449218750e+01,3.815414905548095703e+00,5.245127487182617188e+01,1.765933609008789062e+01,4.420783519744873047e+00,1.000000000000000000e+00
